mallid,mall,name,usps,geoid,INTPTLAT,INTPTLONG,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,Homeowner_vacancy_rate_percent,Median_Age_Female,Median_Age_Male,Median_Age,Percent_65_years_and_over,Percent_American_Indian_and_Alaska_Native,Percent_Asian,Percent_Black_or_African_American,Percent_Family_households,Percent_Female,Percent_Male,Percent_Nonfamily_households,Percent_Occupied_housing_units,Percent_Some_Other_Race,Percent_White,Rental_vacancy_rate_percent
880,Alamance Crossing,Alamance County,north carolina,37001,36.041974,-79.399935,151131,66576,1098007863,27957457,423.943,10.794,2.9,39.7,37.5,38.7,14.6,0.7,1.2,18.8,66.5,52.4,47.6,33.5,90.1,6.1,71.1,11.2,"men's clothing:2,telecommunication:1,women's clothing:3,beauty products:2,children's clothing:1,clothing:10,ice cream:1,women's shoes:1,jewelry:1,restaurant:2,eyewear:2,nutritional supplements:1,women's jewelry:1,girl's clothing:1"
881,Wyoming Valley Mall,Luzerne County,pennsylvania,42079,41.172787,-75.976035,320918,148748,2305950580,41263613,890.333,15.932,2.4,44.3,40.8,42.5,17.9,0.2,1,3.4,63,51.1,48.9,37,88.7,3.3,90.7,8.4,"consumer electronics:1,sports clothing:1,jewelry:5,restaurant:3,shoes:1,plus size clothing:1,women's clothing:1,eyewear:1,children's apparel:2,maternity clothing:1,sports apparel:1,telecommunication:2,beauty products:1,footwear:1,nutritional supplements:2,girl's clothing:1,clothing:9,women's jewelry:1,women's shoes:1,personalized gifts:1"
882,The Shops at Montebello,Los Angeles County,california,6037,34.196398,-118.261862,9818605,3445076,10509869649,1795012906,4057.884,693.058,1.7,35.9,33.6,34.8,10.9,0.7,13.7,8.7,67.7,50.7,49.3,32.3,94.1,21.8,50.3,5.8,"cookies:1,shoes:1,headwear:1,women's clothing:2,children's apparel:2,clothing:10,women's shoes:1,fasion wholesale:1,jewelry:3,chocolates:1,eyewear:2,personalized gifts:1,women's handbags:1, clothing:1,women's jewelry:1,coffee:1,telecommunication:3,plus size clothing:2,sports apparel:1,beauty products:1,children's clothing:1,sports clothing:1,restaurant:5,nutritional supplements:1,footwear:1"
883,Markland Plaza,Howard County,indiana,18067,40.483537,-86.114118,82752,38679,759012945,2240090,293.057,0.865,3.3,42.1,39.4,40.7,16.2,0.3,0.9,6.9,65.9,51.9,48.1,34.1,88.7,0.8,88.6,12.8,"consumer electronics:1,coffee:1,jewelry:3,restaurant:1,candles:1,women's clothing:3,nutritional supplements:1,department store:1,beauty products:1,women's jewelry:1,girl's clothing:1,children's clothing:1,clothing:9, clothing:1,guest services:1,shoes:1"
884,Mount Pleasant Towne Centre,Charleston County,south carolina,45019,32.800458,-79.94248,350209,169984,2372659352,1144534759,916.089,441.907,3.2,37.4,34.5,35.9,12.8,0.3,1.3,29.8,59.4,51.5,48.5,40.6,84.9,2.7,64.2,15.2,"men's clothing:2,plus size clothing:1,women's clothing:6,children's apparel:1,home furnishings:1,beauty products:1,clothing:8,furniture:1,jewelry:1,restaurant:1,candles:1,nutritional supplements:1,footwear:1,books and digital media:1"
885,Southridge Mall,Polk County,iowa,19153,41.684281,-93.56972,430640,182262,1486121332,45945876,573.795,17.74,2.4,35.6,33.7,34.7,10.8,0.3,3.5,6,63.6,51,49,36.4,93.4,2.9,84.7,8.2,"telecommunication:1,women's clothing:3,beauty products:1,hair care:1,clothing:3,shoes:1,department store:1,cellular accessories:1,jewelry:1,restaurant:1,eyewear:1,nutritional supplements:1,women's jewelry:1"
886,Santa Fe Place,Santa Fe County,new mexico,35049,35.513722,-105.966441,144170,71267,4945359181,3774631,1909.414,1.457,2.6,44.6,41.3,43,15.1,3.1,1.2,0.9,58.4,51.3,48.7,41.6,86.9,15.1,76.2,9.1,"sports clothing:1,jewelry:2,restaurant:1, beauty products:1,women's clothing:3,eyewear:2,children's apparel:1,nutritional supplements:2,beauty products:1,footwear:2,hair care:1,diamonds:1,children's clothing:1,clothing:7,maternity clothing:1,women's shoes:1,shoes:1"
887,The Arboretum Shopping Center,Windham County,connecticut,9015,41.824999,-71.990702,118428,49073,1328430430,22092290,512.91,8.53,2,40.4,38.1,39.2,12.8,0.5,1.2,2.2,67.7,50.4,49.6,32.3,91.3,4.2,89.6,8.7,"nutritional supplements:1,fasion wholesale:1,beauty products:1,telecommunication:1,restaurant:3,books and digital media:1,plus size clothing:1,home furnishings:1,children's clothing:1,footwear:1"
888,Eagle Ridge Mall,Polk County,florida,12105,27.953115,-81.692783,602095,281214,4656375819,550925774,1797.837,212.714,4.3,41,38.6,39.8,18,0.4,1.6,14.8,70,51,49,30,80.9,5.5,75.2,15.7,"coffee:1,telecommunication:2,headwear:1,women's clothing:2,beauty products:1,sporting goods:1,clothing:7,shoes:1,jewelry:2,restaurant:3,video games:1,eyewear:1,nutritional supplements:2,footwear:3, clothing:1"
889,Port Charlotte Town Center,Charlotte County,florida,12015,26.868826,-81.940858,159978,100632,1761913582,461075444,680.279,178.022,5.4,56.9,54.6,55.9,34.1,0.3,1.2,5.7,65.2,51.4,48.6,34.8,72.9,1.1,90,18.8,"consumer electronics:1,coffee:1,cellular accessories:1,shoes:1,restaurant:4,candles:1,photography:1,video games:1,women's clothing:2,eyewear:3, clothing:1,sports apparel:1,jewelry:3,beauty products:1,footwear:2,nutritional supplements:2,clothing:10,hair care:2,women's jewelry:1,guest services:1,personalized gifts:1"
890,Westminster Mall,Orange County,california,6059,33.675687,-117.777207,3010232,1048907,2047561084,407916814,790.568,157.498,1.4,37.5,34.9,36.2,11.6,0.6,17.9,1.7,71.4,50.5,49.5,28.6,94.6,14.5,60.8,5.9,"cookies:1,chocolates:1,shoes:1,children's footwear:1,women's clothing:4,children's apparel:2,hair care:1,clothing:13,department store:1,jewelry:4,headwear:1,eyewear:2,mattress:1,personalized gifts:1,girl's clothing:1, clothing:1,telecommunication:3,plus size clothing:2,beauty products:1,consumer electronics:1,sports clothing:1,restaurant:4,nutritional supplements:2,footwear:1"
891,Willowbrook Mall,Harris County,texas,48201,29.857273,-95.393037,4092459,1598698,4411986582,191671993,1703.478,74.005,2.3,33,31.4,32.2,8.1,0.7,6.2,18.9,68.7,50.2,49.8,31.3,89.8,14.3,56.6,13.7,"cookies:1,makeup:1,women's shoes:2,children's footwear:1, beauty products:1,photography:1,plus size clothing:2,women's clothing:7,coffee:1,children's apparel:3,sports apparel:1,beauty products:3,hair care:1,chocolates:1,children's clothing:1,clothing:19,maternity clothing:1,stuffed animals:1,fasion wholesale:1,consumer electronics:2,sports clothing:1,jewelry:4,restaurant:8,candles:1, accessories:1,headwear:1,shoes:2,eyewear:2,nutritional supplements:2,personalized gifts:1,women's handbags:1,diamonds:1,furniture:1,women's jewelry:1,disney:1,footwear:2"
892,Janaf Shopping Yard,Shenandoah County,virginia,51171,38.856204,-78.573987,41993,20876,1317722983,8801811,508.776,3.398,3.2,44.2,41.9,43.1,18.5,0.2,0.5,1.7,68.3,51.1,48.9,31.7,81.8,2.8,93,9,"telecommunication:1,restaurant:5,plus size clothing:1,women's clothing:1,footwear:1,clothing:1,furniture:1"
893,Wareham Crossing,Plymouth County,massachusetts,25023,41.987196,-70.741942,494919,200161,1706996627,1124514393,659.075,434.177,1.5,42.2,39.8,41.1,13.9,0.2,1.2,7.2,70.6,51.4,48.6,29.4,90.5,3.2,85.5,6.7,"department store:1,restaurant:1,candles:1,footwear:1,clothing:1,women's jewelry:1"
894,The Avenue West Cobb,Cobb County,georgia,13067,33.93994,-84.574166,688078,286490,879428364,12868473,339.549,4.969,3.4,36.4,34.2,35.4,8.7,0.3,4.5,25,67.4,51.4,48.6,32.6,90.8,5.3,62.2,12.5,"men's clothing:1,plus size clothing:1,jewelry:1,children's footwear:1,candles:1, accessories:1,restaurant:1,women's clothing:4,eyewear:1,children's apparel:1,home furnishings:1,footwear:1,girl's clothing:1,books and digital media:1,furniture:1,clothing:6,women's shoes:1"
895,Biltmore Fashion Park,Maricopa County,arizona,4013,33.346541,-112.495534,3817117,1639279,23828260196,62795719,9200.143,24.246,4.1,35.7,33.5,34.6,12.1,2.1,3.5,5,66.1,50.5,49.5,33.9,86.1,12.8,73,13.7,"consumer electronics:1,restaurant:2,women's clothing:3,women's handbags:1,clothing:2,furniture:2"
896,Westfield Broward Shopping Centre,Broward County,florida,12011,26.19352,-80.476658,1748066,810388,3133329108,292869341,1209.785,113.077,3.3,40.7,38.5,39.7,14.3,0.3,3.2,26.7,63.3,51.6,48.4,36.7,84.7,3.7,63.1,10.7,"cookies:1,men's gifts:1,shoes:1,children's footwear:1,women's clothing:6,children's apparel:2,hair care:1,clothing:12,telecommunication:1,fasion wholesale:1,jewelry:7,headwear:1,eyewear:2,personalized gifts:1,girl's clothing:1,disney:1,women's shoes:2,beauty products:1,children's clothing:1,consumer electronics:1,restaurant:6,video games:1, beauty products:1,nutritional supplements:1,footwear:1"
897,The Shoppes at River Crossing,Bibb County,georgia,13021,32.808844,-83.694193,155547,69662,646879637,14514058,249.762,5.604,3.4,37.2,33.8,35.6,12.7,0.2,1.6,52.1,64.2,52.9,47.1,35.8,86.6,1.3,43.2,12.7,"men's clothing:2,stuffed animals:1,headwear:1,candles:1,sporting goods:1,plus size clothing:1,women's clothing:7,eyewear:2,children's apparel:2,shoes:1,beauty products:1,women's jewelry:1,women's handbags:1,books and digital media:1,clothing:8,maternity clothing:1,women's shoes:2,jewelry:1"
898,Wilton Mall,Saratoga County,new york,36091,43.106135,-73.855387,219607,98656,2097849013,87603331,809.984,33.824,1.6,41.9,40,40.9,13.7,0.2,1.8,1.5,66.6,50.8,49.2,33.4,89.5,0.5,94.3,7,"footwear:2,sports clothing:1,shoes:1,restaurant:5,candles:1,sporting goods:1,video games:1,women's clothing:4,eyewear:2,children's apparel:1, clothing:1,nutritional supplements:1,telecommunication:2,beauty products:1,personalized gifts:1,hair care:1,girl's clothing:1,children's clothing:1,clothing:13,women's jewelry:1,jewelry:3"
899,WestShore Plaza,Hillsborough County,florida,12057,27.90659,-82.349568,1229226,536092,2642341101,635973296,1020.214,245.551,3.2,37.1,35.1,36.1,11.8,0.4,3.4,16.7,64.3,51.3,48.7,35.7,88.4,5,71.3,12.5,"fasion wholesale:1,footwear:1,plus size clothing:1,men's gifts:1,jewelry:2,children's footwear:1,candles:1,photography:2,restaurant:1,women's clothing:7,eyewear:2,children's apparel:2,nutritional supplements:1,beauty products:1,headwear:1,personalized gifts:1,hair care:1,clothing:10, beauty products:1,women's jewelry:1,telecommunication:2"
900,The Avenue Webb Gin,Gwinnett County,georgia,13135,33.959101,-84.022938,805321,291547,1114687261,16555611,430.383,6.392,3.3,34.8,32.5,33.7,6.8,0.5,10.6,23.6,75.7,50.7,49.3,24.3,92.1,8.8,53.3,10.7,"men's clothing:1,women's shoes:1,children's footwear:1,women's clothing:5,children's apparel:1,home furnishings:1,clothing:6,jewelry:1,restaurant:1,candles:1,eyewear:2,girl's clothing:1,books and digital media:1, clothing:1"
901,Festival at Waldorf,Charles County,maryland,24017,38.472853,-77.015427,146551,54963,1185563933,479715576,457.749,185.219,2.4,38.4,36,37.4,9.5,0.7,3,41,75.4,51.7,48.3,24.6,93.2,1.3,50.3,8.6,"restaurant:2,telecommunication:1,children's footwear:1"
902,Perimeter Mall,Fulton County,georgia,13121,33.790034,-84.468182,920581,437105,1363977166,19917366,526.635,7.69,5.2,35,33.3,34.2,9.1,0.2,5.6,44.1,55.6,51.3,48.7,44.4,86.1,3.4,44.5,13.7,"cookies:1,men's gifts:1,shoes:2,children's footwear:1,denim:1,women's clothing:9,children's apparel:1,clothing:14,telecommunication:2,fasion wholesale:1,jewelry:4, accessories:1,chocolates:1,eyewear:1,personalized gifts:1,women's handbags:1,diamonds:1,men's clothing:1,coffee:1,plus size clothing:1,women's shoes:1,makeup:1,beauty products:3,consumer electronics:1,restaurant:2,candles:1, beauty products:1,nutritional supplements:1,footwear:2,clothing & shoes:1"
903,St. Clair Square Mall,St. Clair County,illinois,17163,38.470198,-89.928546,270056,116249,1703588508,42149850,657.759,16.274,2.7,38.3,35.4,36.9,12.5,0.2,1.2,30.5,67.3,51.9,48.1,32.7,90.4,1.2,64.6,9.5,"shoes:2,children's footwear:1,women's clothing:5,children's apparel:3,hair care:1,clothing:20,women's shoes:2,jewelry:3,eyewear:2,personalized gifts:1,diamonds:1, clothing:2,women's jewelry:1,coffee:1,telecommunication:3,plus size clothing:1,girl's clothing:1,sports apparel:1,beauty products:1,children's clothing:1,consumer electronics:1,stuffed animals:1,restaurant:7,candles:1, beauty products:1,nutritional supplements:1,footwear:2"
904,Century III Mall,Allegheny County,pennsylvania,42003,40.46892,-79.98092,1223348,589201,1890884266,37418903,730.075,14.448,2.1,43.3,39.3,41.3,16.8,0.1,2.8,13.2,57.7,52.1,47.9,42.3,90.6,0.5,81.5,8.9,"cookies:1,shoes:1,headwear:1,women's clothing:4,children's apparel:3,hair care:3,clothing:9,guest services:1,women's shoes:1,jewelry:5,eyewear:1,personalized gifts:1, clothing:1,women's jewelry:1,telecommunication:2,photography:1,sports apparel:1,beauty products:1,sporting goods:1,consumer electronics:1,restaurant:3,nutritional supplements:2,footwear:2"
905,Fashion Mall at Keystone,Marion County,indiana,18097,39.782976,-86.135794,903393,417862,1026408097,17377675,396.298,6.71,3.3,35,32.8,33.9,10.6,0.3,2,26.7,59.6,51.8,48.2,40.4,87.6,5.4,62.7,12.5,"fasion wholesale:1,cookies:1,chocolates:2,men's gifts:1,jewelry:1,clothing & shoes:1,restaurant:3, accessories:1,makeup:1,women's clothing:5,coffee:1,children's apparel:1,eyewear:1,beauty products:2,footwear:1,women's handbags:1,clothing:7,denim:1,guest services:1,furniture:2"
906,Roosevelt Field,Nassau County,new york,36059,40.729687,-73.589384,1339532,468346,737411094,436460605,284.716,168.518,1.2,42.7,39.5,41.1,15.3,0.2,7.6,11.1,75.9,51.6,48.4,24.1,95.8,5.6,73,4.8,"men's clothing:1,cookies:1,consumer electronics:1,men's gifts:1,shoes:1,headwear:1,denim:1,plus size clothing:1,women's clothing:6,coffee:1,children's apparel:2,sports apparel:1,beauty products:3,sporting goods:1,chocolates:1,children's clothing:1,clothing:17,guest services:1,women's shoes:1,fasion wholesale:1,skincare:1,footwear:3,sports clothing:1,jewelry:5,restaurant:7,candles:1, accessories:1,video games:1,eyewear:2,mattress:1,nutritional supplements:2,telecommunication:2,personalized gifts:1,women's handbags:1,furniture:1, clothing:1,clothing & shoes:1,women's jewelry:1"
907,Forest Plaza,Winnebago County,illinois,17201,42.337396,-89.161205,295266,125965,1329601795,15250394,513.362,5.888,2.6,39.3,37.2,38.3,13.8,0.3,2.3,12.2,66.5,51.1,48.9,33.5,91.7,4.9,77.4,9.5,"home furnishings:1,telecommunication:1,restaurant:2,clothing:1,furniture:1,plus size clothing:1,women's clothing:1,footwear:1"
908,The Citadel,El Paso County,colorado,8041,38.827383,-104.527472,622263,252852,5508389808,7111582,2126.801,2.746,2.3,35.7,32.5,34.1,10,1,2.7,6.2,68,50.2,49.8,32,93.3,4.9,79.8,7.7,"cookies:1,shoes:1,headwear:1,women's clothing:4,children's apparel:1,skincare:1,clothing:10,maternity clothing:1,women's shoes:1,jewelry:3,eyewear:2,personalized gifts:1,diamonds:1, clothing:1,women's jewelry:1,coffee:1,telecommunication:2,plus size clothing:1,girl's clothing:1,sports apparel:1,beauty products:1,consumer electronics:1,restaurant:4,candles:1,nutritional supplements:2,footwear:2"
909,Landmark Mall,Alexandria city,virginia,51510,38.818343,-77.082026,139966,72376,38919733,1140371,15.027,0.44,1.5,35.8,35.4,35.6,9.1,0.4,6,21.8,45.5,51.9,48.1,54.5,94.1,7.1,60.9,5.4,"nutritional supplements:1,consumer electronics:1,beauty products:1,jewelry:2,restaurant:1,clothing:4,women's clothing:1,eyewear:1,telecommunication:2"
910,Eastview,Ontario County,new york,36069,42.856695,-77.303277,107931,48193,1668121832,47814148,644.065,18.461,1.6,43.2,41,42.1,15.4,0.3,1,2.3,66,51.1,48.9,34,89.3,1.1,93.7,7.2,"men's clothing:1,coffee:1,makeup:1,men's gifts:1,women's shoes:1,headwear:1,photography:2,plus size clothing:1,women's clothing:9,children's apparel:1,jewelry:4,beauty products:2,hair care:2,children's clothing:1,clothing:23,maternity clothing:1,shoes:3,consumer electronics:2,footwear:3,sports clothing:1,stuffed animals:1,restaurant:8,candles:1,children's footwear:1, beauty products:1,eyewear:3,nutritional supplements:1,telecommunication:1,personalized gifts:1,women's handbags:1,girl's clothing:1,furniture:2, clothing:1,clothing & shoes:1,women's jewelry:1"
911,Towne Square Mall,Daviess County,kentucky,21059,37.731671,-87.087139,96656,41452,1187111257,47210580,458.346,18.228,1.8,40.3,37.3,38.8,14.6,0.1,0.7,4.8,66.5,51.5,48.5,33.5,93.2,1.3,91.2,7.2,"cookies:1,shoes:1,sporting goods:1,women's clothing:2,home furnishings:1,beauty products:1,hair care:1,children's clothing:1,clothing:8,jewelry:2,restaurant:1,video games:1,nutritional supplements:1,footwear:1"
912,LaCenterra at Cinco Ranch,Fort Bend County,texas,48157,29.526602,-95.771015,585375,197030,2231225129,61796736,861.481,23.86,1.8,35.8,33.9,35,7.3,0.4,17,21.5,82.1,50.9,49.1,17.9,95.1,7.6,50.6,7.1,"men's clothing:1,coffee:1,women's shoes:1,women's clothing:3,children's apparel:1,home furnishings:1,clothing:2,ice cream:1,department store:1,restaurant:2,girl's clothing:1"
913,Westfield Culver City Mall,Los Angeles County,california,6037,34.196398,-118.261862,9818605,3445076,10509869649,1795012906,4057.884,693.058,1.7,35.9,33.6,34.8,10.9,0.7,13.7,8.7,67.7,50.7,49.3,32.3,94.1,21.8,50.3,5.8,"cookies:1,chocolates:1,shoes:1,children's footwear:1,women's clothing:2,children's apparel:2,hair care:1,clothing:10,maternity clothing:1,telecommunication:2,department store:1,jewelry:1,headwear:1,eyewear:3,personalized gifts:1,women's handbags:1,diamonds:1,disney:1,coffee:1,women's shoes:2,photography:1,plus size clothing:2,beauty products:3,children's clothing:1,consumer electronics:1,sports clothing:1,restaurant:6,nutritional supplements:2,footwear:2"
914,Sycamore Mall,Johnson County,iowa,19103,41.668736,-91.588812,130882,55967,1590355537,23595204,614.04,9.11,2.5,29.8,28.8,29.3,8.6,0.2,5.2,4.8,52.9,50,50,47.1,94.2,1.8,85.6,5.2,restaurant:2
915,Rimrock Mall,Yellowstone County,montana,30111,45.936987,-108.276656,147972,63943,6820199333,40760707,2633.294,15.738,1.4,39.4,37.1,38.3,14.1,4,0.6,0.6,63.2,51.1,48.9,36.8,94.9,1.2,90.7,6,"shoes:1,women's clothing:6,children's apparel:1,hair care:2,clothing:10,maternity clothing:1,jewelry:1,eyewear:1,mattress:1,personalized gifts:1, clothing:2,women's jewelry:1,coffee:1,women's shoes:1,sports apparel:1,beauty products:1,sports clothing:1,stuffed animals:1,restaurant:2, beauty products:1,nutritional supplements:1,footwear:1"
916,Prien Lake Mall,Calcasieu Parish,louisiana,22019,30.229559,-93.358015,192768,82058,2754864273,79292408,1063.659,30.615,1.4,37.2,34.6,35.9,12.6,0.5,1.1,24.8,68.2,51.2,48.8,31.8,90.2,0.9,70.8,11.8,"shoes:1,headwear:1,women's clothing:3,children's apparel:1,home furnishings:1,hair care:2,clothing:9,jewelry:4,eyewear:1,mattress:1,personalized gifts:1,women's handbags:1,girl's clothing:1, clothing:2,women's jewelry:1,women's shoes:1,beauty products:1,children's clothing:1,furniture:1,consumer electronics:1,restaurant:2,video games:1, beauty products:1,perfume:1,nutritional supplements:1,footwear:2"
917,Staten Island Mall,Richmond County,new york,36085,40.563855,-74.137063,468730,176656,151178512,113754972,58.37,43.921,1.4,39.9,36.7,38.4,12.7,0.4,7.5,10.6,71.6,51.5,48.5,28.4,93.7,6,72.9,5.6,"men's clothing:1,coffee:1,men's gifts:1,shoes:2,headwear:1,plus size clothing:1,women's clothing:7,children's apparel:2,sports apparel:1,jewelry:6,beauty products:3,children's clothing:1,clothing:20,maternity clothing:1,women's shoes:2,consumer electronics:2,sports clothing:1,stuffed animals:1,restaurant:9,candles:1,children's footwear:1,eyewear:2,perfume:1,nutritional supplements:1,telecommunication:2,personalized gifts:1,women's handbags:1,girl's clothing:1,diamonds:1,women's jewelry:1,disney:1,footwear:2"
918,Hickory Hollow Mall,Davidson County,tennessee,47037,36.169129,-86.78479,626681,283978,1305438546,56749226,504.033,21.911,3.5,34.8,33.1,33.9,10.4,0.3,3,27.7,55.9,51.6,48.4,44.1,91.4,4.9,61.4,9.2,"telecommunication:1,headwear:1,photography:1,women's clothing:1,children's apparel:1,sports apparel:1,clothing:4,shoes:1,jewelry:2,footwear:1,women's jewelry:1,personalized gifts:1"
919,La Cumbre Plaza,Santa Barbara County,california,6083,34.537378,-120.038485,423895,152834,7083838022,2729829365,2735.085,1053.993,1.7,35.1,32.3,33.6,12.8,1.3,4.9,2,64.5,49.8,50.2,35.5,93,17.4,69.6,4.5,"coffee:1,plus size clothing:1,women's shoes:1,restaurant:1,women's clothing:3,chocolates:1, beauty products:1,eyewear:1,children's apparel:1, clothing:1,nutritional supplements:1,women's jewelry:1,furniture:2,clothing:2,maternity clothing:1,jewelry:1"
